Utterance,Interval,Call_ID,Sentiment_Score,Sentiment,BU,Intent_Cluster,Agent_Name
"No, that's all. Thank you for your help.
Customer",90,100032,0.8006347490734803,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],100,100032,,,Accounts_and_Billing,Account Services,Rose Cooper
[],110,100032,,,Accounts_and_Billing,Account Services,Rose Cooper
[],120,100032,,,Accounts_and_Billing,Account Services,Rose Cooper
"good afternoon. I'm having some issues with my ADT security system. Can you help me troubleshoot?
Customer",0,100033,-0.007305009901299009,Negative,Accounts_and_Billing,App Services,Rose Cooper
[],10,100033,,,Accounts_and_Billing,App Services,Rose Cooper
[],770,100037,,,Accounts_and_Billing,Billing,Alice Walker
"Yeah, it's not arming. I've tried restarting the system, but it's still not working.
Customer",20,100033,-0.9480238449656069,Negative,Accounts_and_Billing,App Services,Rose Cooper
[],30,100033,,,Accounts_and_Billing,App Services,Rose Cooper
"Yeah, I've checked all that. I even tried replacing the batteries in the sensors, but nothing's working.
Customer",40,100033,-0.8953885851049751,Negative,Accounts_and_Billing,App Services,Rose Cooper
[],50,100033,,,Accounts_and_Billing,App Services,Rose Cooper
"Okay. My account number is 123456.
Customer",60,100033,0.001184338500830218,Positive,Accounts_and_Billing,App Services,Rose Cooper
[],70,100033,,,Accounts_and_Billing,App Services,Rose Cooper
[],80,100033,,,Accounts_and_Billing,App Services,Rose Cooper
"Yeah, that seems to have fixed it. Thank you so much!
Customer",90,100033,0.9782524709770819,Positive,Accounts_and_Billing,App Services,Rose Cooper
[],100,100033,,,Accounts_and_Billing,App Services,Rose Cooper
[],110,100033,,,Accounts_and_Billing,App Services,Rose Cooper
[],120,100033,,,Accounts_and_Billing,App Services,Rose Cooper
"good afternoon. I'm having some issues with my ADT security system. It's not working properly.
Customer",0,100034,-0.9434266737733809,Negative,Accounts_and_Billing,Installation,Alice Walker
[],10,100034,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, it's the alarm system. It keeps going off randomly, even when no one is around.
Customer",20,100034,-0.8398773212290593,Negative,Accounts_and_Billing,Installation,Alice Walker
"Yeah, I've tried resetting it, but it still doesn't work. And I'm not sure how to check the sensors.
Customer",30,100034,-0.8999244279176896,Negative,Accounts_and_Billing,Installation,Alice Walker
"Um, I think they're the wireless ones.
Customer",40,100034,0.002626914206083075,Positive,Accounts_and_Billing,Installation,Alice Walker
[],50,100034,,,Accounts_and_Billing,Installation,Alice Walker
"Okay, that makes sense. But how do I check the battery levels?
Customer",60,100034,-0.01026663395907068,Negative,Accounts_and_Billing,Installation,Alice Walker
"Yeah, I have the app.
Customer",70,100034,0.7082345156937143,Positive,Accounts_and_Billing,Installation,Alice Walker
"Okay, I'm checking it now... Yeah, one of the sensors is showing low battery.
Customer",80,100034,-0.00624097264024881,Negative,Accounts_and_Billing,Installation,Alice Walker
"Yeah, that would be great. Thank you so much for your help!
Customer",90,100034,0.9844563531144229,Positive,Accounts_and_Billing,Installation,Alice Walker
"How about tomorrow afternoon?
Customer",100,100034,0.0002058004875012953,Positive,Accounts_and_Billing,Installation,Alice Walker
[],110,100034,,,Accounts_and_Billing,Installation,Alice Walker
[],120,100034,,,Accounts_and_Billing,Installation,Alice Walker
[],130,100034,,,Accounts_and_Billing,Installation,Alice Walker
"good afternoon. I'm having some issues with my ADT security system. It's not working properly.
Customer",0,100035,-0.9434266737733809,Negative,Accounts_and_Billing,Installation,Alice Walker
[],10,100035,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, it's not arming. I've tried to arm it multiple times, but it just won't work.
Customer",20,100035,-0.9397761602858753,Negative,Accounts_and_Billing,Installation,Alice Walker
[],30,100035,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, I've tried restarting it, but that didn't work. And the power source is fine.
Customer",40,100035,-0.03180668003691656,Negative,Accounts_and_Billing,Installation,Alice Walker
[],50,100035,,,Accounts_and_Billing,Installation,Alice Walker
"Okay, let me check. (pause) Yeah, it's displaying an error code. It says 'System Fault'.
Customer",60,100035,-0.04087429022859834,Negative,Accounts_and_Billing,Installation,Alice Walker
[],70,100035,,,Accounts_and_Billing,Installation,Alice Walker
[],80,100035,,,Accounts_and_Billing,Installation,Alice Walker
"Okay, sounds good.
Customer",90,100035,0.9425038384517778,Positive,Accounts_and_Billing,Installation,Alice Walker
[],100,100035,,,Accounts_and_Billing,Installation,Alice Walker
"Okay, that sounds good. How long will it take for the technician to arrive?
Customer",110,100035,0.8402202182504227,Positive,Accounts_and_Billing,Installation,Alice Walker
[],120,100035,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, that would be great. Thank you for your help.
Customer",130,100035,0.9807956422780748,Positive,Accounts_and_Billing,Installation,Alice Walker
[],140,100035,,,Accounts_and_Billing,Installation,Alice Walker
[],150,100035,,,Accounts_and_Billing,Installation,Alice Walker
[],160,100035,,,Accounts_and_Billing,Installation,Alice Walker
[],170,100035,,,Accounts_and_Billing,Installation,Alice Walker
"good afternoon
Customer",0,100036,0.9365030848671186,Positive,Accounts_and_Billing,Alarm Query,Alice Walker
[],10,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Hi John, thanks for taking my call. I'm having some issues with my alarm system. It's been going off randomly throughout the day, and I'm not sure why.
Customer",20,100036,-0.2684607238203205,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],30,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],40,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],50,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
"It started yesterday morning, and it's been going off every few hours since then. I haven't noticed any patterns, but I did have some workers doing some renovations in the backyard yesterday.
Customer",60,100036,-0.01878931640755721,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],70,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],80,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Yeah, I've already checked all that. I'm pretty sure it's not a false alarm.
Customer",90,100036,0.004024295791278387,Positive,Accounts_and_Billing,Alarm Query,Alice Walker
[],100,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],110,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Yeah, today would be great if possible.
Customer",120,100036,0.9841200464388498,Positive,Accounts_and_Billing,Alarm Query,Alice Walker
[],130,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],140,100036,,,Accounts_and_Billing,Alarm Query,Alice Walker
"good afternoon. I'm calling about an issue with my bill. I received it yesterday and I think there's an error.
Customer",0,100037,-0.8148656135148268,Negative,Accounts_and_Billing,Billing,Alice Walker
[],10,100037,,,Accounts_and_Billing,Billing,Alice Walker
"It's 123456. And the issue is that I'm being charged for a service I don't have.
Customer",20,100037,-0.9387613020741982,Negative,Accounts_and_Billing,Billing,Alice Walker
"Yeah, it's the video monitoring service. I never signed up for that.
Customer",30,100037,-0.8950395410881954,Negative,Accounts_and_Billing,Billing,Alice Walker
[],40,100037,,,Accounts_and_Billing,Billing,Alice Walker
"Okay, that sounds good. But can you also tell me why I was being charged for it in the first place?
Customer",50,100037,-0.1814090911089909,Negative,Accounts_and_Billing,Billing,Alice Walker
[],60,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],70,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],80,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],90,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],100,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],110,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],120,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],130,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],140,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],150,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],160,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],170,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],180,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],190,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],200,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],210,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],220,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],230,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],240,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],250,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],260,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],270,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],280,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],290,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],300,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],310,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],320,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],330,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],340,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],350,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],360,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],370,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],380,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],390,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],400,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],410,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],420,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],430,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],440,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],450,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],460,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],470,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],480,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],490,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],500,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],510,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],520,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],530,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],540,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],550,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],560,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],570,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],580,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],590,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],600,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],610,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],620,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],630,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],640,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],650,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],660,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],670,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],680,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],690,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],700,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],710,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],720,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],730,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],740,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],750,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],760,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],780,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],790,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],800,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],810,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],820,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],830,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],840,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],850,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],860,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],870,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],880,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],890,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],900,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],910,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],920,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],930,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],940,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],950,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],960,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],970,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],980,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],990,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1000,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1010,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1020,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1030,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1040,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1050,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1060,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1070,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1080,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1090,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1100,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1110,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1120,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1130,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1140,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1150,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1160,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1170,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1180,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1190,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1200,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1210,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1220,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1230,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1240,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1250,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1260,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1270,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1280,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1290,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1300,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1310,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1320,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1330,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1340,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1350,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1360,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1370,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1380,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1390,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1400,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1410,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1420,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1430,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1440,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1450,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1460,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1470,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1480,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1490,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1500,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1510,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1520,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1530,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1540,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1550,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1560,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1570,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1580,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1590,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1600,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1610,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1620,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1630,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1640,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1650,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1660,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1670,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1680,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1690,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1700,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1710,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1720,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1730,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1740,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1750,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1760,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1770,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1780,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1790,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1800,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1810,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1820,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1830,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1840,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1850,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1860,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1870,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1880,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1890,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1900,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1910,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1920,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1930,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1940,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1950,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1960,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1970,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1980,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],1990,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2000,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2010,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2020,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2030,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2040,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2050,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2060,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2070,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2080,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2090,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2100,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2110,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2120,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2130,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2140,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2150,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2160,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2170,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2180,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2190,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2200,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2210,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2220,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2230,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2240,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2250,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2260,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2270,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2280,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2290,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2300,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2310,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2320,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2330,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2340,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2350,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2360,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2370,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2380,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2390,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2400,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2410,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2420,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2430,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2440,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2450,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2460,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2470,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2480,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2490,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2500,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2510,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2520,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2530,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2540,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2550,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2560,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2570,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2580,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2590,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2600,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2610,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2620,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2630,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2640,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2650,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2660,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2670,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2680,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2690,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2700,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2710,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2720,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2730,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2740,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2750,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2760,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2770,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2780,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2790,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2800,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2810,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2820,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2830,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2840,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2850,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2860,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2870,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2880,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2890,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2900,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2910,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2920,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2930,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2940,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2950,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2960,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2970,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2980,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],2990,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3000,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3010,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3020,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3030,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3040,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3050,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3060,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3070,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3080,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3090,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3100,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3110,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3120,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3130,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3140,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3150,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3160,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3170,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3180,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3190,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3200,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3210,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3220,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3230,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3240,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3250,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3260,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3270,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3280,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3290,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3300,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3310,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3320,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3330,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3340,100037,,,Accounts_and_Billing,Billing,Alice Walker
